"","Metric","Level","value","Time"
"426","H2","Hummingbirds",0,"11.2013.Low"
"427","number.of.species.HL","Hummingbirds",5,"11.2013.Low"
"428","mean.number.of.shared.partners.HL","Hummingbirds",0.3,"11.2013.Low"
"429","cluster.coefficient.HL","Hummingbirds",0.342857142857143,"11.2013.Low"
"430","weighted.cluster.coefficient.HL","Hummingbirds",0,"11.2013.Low"
"431","niche.overlap.HL","Hummingbirds",0.13,"11.2013.Low"
"432","togetherness.HL","Hummingbirds",0.1,"11.2013.Low"
"433","C.score.HL","Hummingbirds",0.8,"11.2013.Low"
"434","V.ratio.HL","Hummingbirds",0.588235294117647,"11.2013.Low"
"435","discrepancy.HL","Hummingbirds",5,"11.2013.Low"
"436","extinction.slope.HL","Hummingbirds",1.89968851618438,"11.2013.Low"
"437","robustness.HL","Hummingbirds",0.653622947560174,"11.2013.Low"
"438","functional.complementarity.HL","Hummingbirds",8.17120678869988,"11.2013.Low"
"439","partner.diversity.HL","Hummingbirds",0.797796809312855,"11.2013.Low"
"440","generality.HL","Hummingbirds",2.4,"11.2013.Low"
"441","Raw.Camera","Hummingbirds",18,"11.2013.Low"
"442","Raw.Transect","Hummingbirds",7,"11.2013.Low"
"443","connectance","Plants",0.285714285714286,"11.2013.Low"
"444","web asymmetry","Plants",-0.166666666666667,"11.2013.Low"
"445","links per species","Plants",0.833333333333333,"11.2013.Low"
"446","number of compartments","Plants",3,"11.2013.Low"
"447","compartment diversity","Plants",2.79598332180171,"11.2013.Low"
"448","cluster coefficient","Plants",0.285714285714286,"11.2013.Low"
"449","nestedness","Plants",38.0771462157261,"11.2013.Low"
"450","weighted nestedness","Plants",NA,"11.2013.Low"
"451","weighted NODF","Plants",19.3548387096774,"11.2013.Low"
"452","interaction strength asymmetry","Plants",0,"11.2013.Low"
"453","specialisation asymmetry","Plants",0.18727117792818,"11.2013.Low"
"454","linkage density","Plants",2,"11.2013.Low"
"455","weighted connectance","Plants",0.166666666666667,"11.2013.Low"
"456","Fisher alpha","Plants",1677721580,"11.2013.Low"
"457","Shannon diversity","Plants",2.30258509299405,"11.2013.Low"
"458","interaction evenness","Plants",0.647639852180729,"11.2013.Low"
"459","Alatalo interaction evenness","Plants",1,"11.2013.Low"
"460","H2","Plants",0,"11.2013.Low"
"461","number.of.species.HL","Plants",7,"11.2013.Low"
"462","mean.number.of.shared.partners.HL","Plants",0.333333333333333,"11.2013.Low"
"463","cluster.coefficient.HL","Plants",0.32,"11.2013.Low"
"464","weighted.cluster.coefficient.HL","Plants",NA,"11.2013.Low"
"465","niche.overlap.HL","Plants",0.222222222222222,"11.2013.Low"
"466","togetherness.HL","Plants",0.174603174603175,"11.2013.Low"
"467","C.score.HL","Plants",0.714285714285714,"11.2013.Low"
"468","V.ratio.HL","Plants",0.260869565217391,"11.2013.Low"
"469","discrepancy.HL","Plants",5,"11.2013.Low"
"470","extinction.slope.HL","Plants",1.39876916094042,"11.2013.Low"
"471","robustness.HL","Plants",0.584723665764274,"11.2013.Low"
"472","functional.complementarity.HL","Plants",6.91465870078859,"11.2013.Low"
"473","partner.diversity.HL","Plants",0.415888308335967,"11.2013.Low"
"474","generality.HL","Plants",1.6,"11.2013.Low"
"475","Raw.Camera","Plants",18,"11.2013.Low"
"476","Raw.Transect","Plants",7,"11.2013.Low"
"477","connectance","Hummingbirds",0.166666666666667,"11.2014.High"
"478","web asymmetry","Hummingbirds",0.0434782608695652,"11.2014.High"
"479","links per species","Hummingbirds",0.956521739130435,"11.2014.High"
"480","number of compartments","Hummingbirds",3,"11.2014.High"
"481","compartment diversity","Hummingbirds",1.95402866146875,"11.2014.High"
"482","cluster coefficient","Hummingbirds",0.181818181818182,"11.2014.High"
"483","nestedness","Hummingbirds",27.9023341164283,"11.2014.High"
"484","weighted nestedness","Hummingbirds",0.0452096813066136,"11.2014.High"
"485","weighted NODF","Hummingbirds",11.0192837465565,"11.2014.High"
"486","interaction strength asymmetry","Hummingbirds",0,"11.2014.High"
"487","specialisation asymmetry","Hummingbirds",-0.0157811715590909,"11.2014.High"
"488","linkage density","Hummingbirds",2.36363636363636,"11.2014.High"
"489","weighted connectance","Hummingbirds",0.102766798418972,"11.2014.High"
"490","Fisher alpha","Hummingbirds",26843542120.0914,"11.2014.High"
"491","Shannon diversity","Hummingbirds",3.09104245335832,"11.2014.High"
"492","interaction evenness","Hummingbirds",0.633046865788285,"11.2014.High"
"493","Alatalo interaction evenness","Hummingbirds",1,"11.2014.High"
"494","H2","Hummingbirds",0,"11.2014.High"
"495","number.of.species.HL","Hummingbirds",12,"11.2014.High"
"496","mean.number.of.shared.partners.HL","Hummingbirds",0.257575757575758,"11.2014.High"
"497","cluster.coefficient.HL","Hummingbirds",0.198347107438017,"11.2014.High"
"498","weighted.cluster.coefficient.HL","Hummingbirds",0.1,"11.2014.High"
"499","niche.overlap.HL","Hummingbirds",0.120707070707071,"11.2014.High"
"500","togetherness.HL","Hummingbirds",0.0808080808080808,"11.2014.High"
"501","C.score.HL","Hummingbirds",0.818181818181818,"11.2014.High"
"502","V.ratio.HL","Hummingbirds",0.442307692307692,"11.2014.High"
"503","discrepancy.HL","Hummingbirds",14,"11.2014.High"
"504","extinction.slope.HL","Hummingbirds",1.73594235444928,"11.2014.High"
"505","robustness.HL","Hummingbirds",0.632670324469837,"11.2014.High"
"506","functional.complementarity.HL","Hummingbirds",17.1145007425735,"11.2014.High"
"507","partner.diversity.HL","Hummingbirds",0.701485820113298,"11.2014.High"
"508","generality.HL","Hummingbirds",2.18181818181818,"11.2014.High"
"509","Raw.Camera","Hummingbirds",41,"11.2014.High"
"510","Raw.Transect","Hummingbirds",35,"11.2014.High"
"511","connectance","Plants",0.166666666666667,"11.2014.High"
"512","web asymmetry","Plants",0.0434782608695652,"11.2014.High"
"513","links per species","Plants",0.956521739130435,"11.2014.High"
"514","number of compartments","Plants",3,"11.2014.High"
"515","compartment diversity","Plants",1.95402866146875,"11.2014.High"
"516","cluster coefficient","Plants",0.181818181818182,"11.2014.High"
"517","nestedness","Plants",27.9765256253097,"11.2014.High"
"518","weighted nestedness","Plants",0.0343477013525369,"11.2014.High"
"519","weighted NODF","Plants",11.0192837465565,"11.2014.High"
"520","interaction strength asymmetry","Plants",0,"11.2014.High"
"521","specialisation asymmetry","Plants",-0.0157811715590909,"11.2014.High"
"522","linkage density","Plants",2.36363636363636,"11.2014.High"
"523","weighted connectance","Plants",0.102766798418972,"11.2014.High"
"524","Fisher alpha","Plants",26843542120.0914,"11.2014.High"
"525","Shannon diversity","Plants",3.09104245335832,"11.2014.High"
"526","interaction evenness","Plants",0.633046865788285,"11.2014.High"
"527","Alatalo interaction evenness","Plants",1,"11.2014.High"
"528","H2","Plants",0,"11.2014.High"
"529","number.of.species.HL","Plants",11,"11.2014.High"
"530","mean.number.of.shared.partners.HL","Plants",0.236363636363636,"11.2014.High"
"531","cluster.coefficient.HL","Plants",0.212121212121212,"11.2014.High"
"532","weighted.cluster.coefficient.HL","Plants",0.0857142857142857,"11.2014.High"
"533","niche.overlap.HL","Plants",0.0953246753246753,"11.2014.High"
"534","togetherness.HL","Plants",0.0573863636363636,"11.2014.High"
"535","C.score.HL","Plants",0.841161616161616,"11.2014.High"
"536","V.ratio.HL","Plants",0.680412371134021,"11.2014.High"
"537","discrepancy.HL","Plants",13,"11.2014.High"
"538","extinction.slope.HL","Plants",1.83974443030435,"11.2014.High"
"539","robustness.HL","Plants",0.642260459260632,"11.2014.High"
"540","functional.complementarity.HL","Plants",17.7228980776938,"11.2014.High"
"541","partner.diversity.HL","Plants",0.827512580215106,"11.2014.High"
"542","generality.HL","Plants",2.54545454545455,"11.2014.High"
"543","Raw.Camera","Plants",41,"11.2014.High"
"544","Raw.Transect","Plants",35,"11.2014.High"
"545","connectance","Hummingbirds",0.204081632653061,"11.2014.Low"
"546","web asymmetry","Hummingbirds",0,"11.2014.Low"
"547","links per species","Hummingbirds",0.714285714285714,"11.2014.Low"
"548","number of compartments","Hummingbirds",4,"11.2014.Low"
"549","compartment diversity","Hummingbirds",3.43028478181225,"11.2014.Low"
"550","cluster coefficient","Hummingbirds",0.142857142857143,"11.2014.Low"
"551","nestedness","Hummingbirds",38.7740867520062,"11.2014.Low"
"552","weighted nestedness","Hummingbirds",NA,"11.2014.Low"
"553","weighted NODF","Hummingbirds",10.7142857142857,"11.2014.Low"
"554","interaction strength asymmetry","Hummingbirds",0,"11.2014.Low"
"555","specialisation asymmetry","Hummingbirds",0.124992220993311,"11.2014.Low"
"556","linkage density","Hummingbirds",1.7,"11.2014.Low"
"557","weighted connectance","Hummingbirds",0.121428571428571,"11.2014.Low"
"558","Fisher alpha","Hummingbirds",1677721580,"11.2014.Low"
"559","Shannon diversity","Hummingbirds",2.30258509299405,"11.2014.Low"
"560","interaction evenness","Hummingbirds",0.591647331227469,"11.2014.Low"
"561","Alatalo interaction evenness","Hummingbirds",1,"11.2014.Low"
"562","H2","Hummingbirds",0,"11.2014.Low"
"563","number.of.species.HL","Hummingbirds",7,"11.2014.Low"
"564","mean.number.of.shared.partners.HL","Hummingbirds",0.19047619047619,"11.2014.Low"
"565","cluster.coefficient.HL","Hummingbirds",0.228571428571429,"11.2014.Low"
"566","weighted.cluster.coefficient.HL","Hummingbirds",0,"11.2014.Low"
"567","niche.overlap.HL","Hummingbirds",0.119047619047619,"11.2014.Low"
"568","togetherness.HL","Hummingbirds",0.0904761904761905,"11.2014.Low"
"569","C.score.HL","Hummingbirds",0.821428571428571,"11.2014.Low"
"570","V.ratio.HL","Hummingbirds",0.230769230769231,"11.2014.Low"
"571","discrepancy.HL","Hummingbirds",6,"11.2014.Low"
"572","extinction.slope.HL","Hummingbirds",1.42898813220031,"11.2014.Low"
"573","robustness.HL","Hummingbirds",0.586363056825444,"11.2014.Low"
"574","functional.complementarity.HL","Hummingbirds",10.0201996405147,"11.2014.Low"
"575","partner.diversity.HL","Hummingbirds",0.415888308335967,"11.2014.Low"
"576","generality.HL","Hummingbirds",1.6,"11.2014.Low"
"577","Raw.Camera","Hummingbirds",0,"11.2014.Low"
"578","Raw.Transect","Hummingbirds",15,"11.2014.Low"
"579","connectance","Plants",0.204081632653061,"11.2014.Low"
"580","web asymmetry","Plants",0,"11.2014.Low"
"581","links per species","Plants",0.714285714285714,"11.2014.Low"
"582","number of compartments","Plants",4,"11.2014.Low"
"583","compartment diversity","Plants",3.43028478181225,"11.2014.Low"
"584","cluster coefficient","Plants",0.142857142857143,"11.2014.Low"
"585","nestedness","Plants",39.6496492842383,"11.2014.Low"
"586","weighted nestedness","Plants",NA,"11.2014.Low"
"587","weighted NODF","Plants",10.7142857142857,"11.2014.Low"
"588","interaction strength asymmetry","Plants",0,"11.2014.Low"
"589","specialisation asymmetry","Plants",0.124992220993311,"11.2014.Low"
"590","linkage density","Plants",1.7,"11.2014.Low"
"591","weighted connectance","Plants",0.121428571428571,"11.2014.Low"
"592","Fisher alpha","Plants",1677721580,"11.2014.Low"
"593","Shannon diversity","Plants",2.30258509299405,"11.2014.Low"
"594","interaction evenness","Plants",0.591647331227469,"11.2014.Low"
"595","Alatalo interaction evenness","Plants",1,"11.2014.Low"
"596","H2","Plants",0,"11.2014.Low"
"597","number.of.species.HL","Plants",7,"11.2014.Low"
"598","mean.number.of.shared.partners.HL","Plants",0.142857142857143,"11.2014.Low"
"599","cluster.coefficient.HL","Plants",0.257142857142857,"11.2014.Low"
"600","weighted.cluster.coefficient.HL","Plants",0,"11.2014.Low"
"601","niche.overlap.HL","Plants",0.0904761904761905,"11.2014.Low"
"602","togetherness.HL","Plants",0.0515873015873016,"11.2014.Low"
"603","C.score.HL","Plants",0.873015873015873,"11.2014.Low"
"604","V.ratio.HL","Plants",0.481481481481482,"11.2014.Low"
"605","discrepancy.HL","Plants",6,"11.2014.Low"
"606","extinction.slope.HL","Plants",1.3056451919212,"11.2014.Low"
"607","robustness.HL","Plants",0.561099102947813,"11.2014.Low"
"608","functional.complementarity.HL","Plants",9.69011295133549,"11.2014.Low"
"609","partner.diversity.HL","Plants",0.468213122712422,"11.2014.Low"
"610","generality.HL","Plants",1.8,"11.2014.Low"
"611","Raw.Camera","Plants",0,"11.2014.Low"
"612","Raw.Transect","Plants",15,"11.2014.Low"
"613","connectance","Hummingbirds",0.156862745098039,"12.2013.High"
"614","web asymmetry","Hummingbirds",-0.172413793103448,"12.2013.High"
"615","links per species","Hummingbirds",1.10344827586207,"12.2013.High"
"616","number of compartments","Hummingbirds",3,"12.2013.High"
"617","compartment diversity","Hummingbirds",1.64344782911754,"12.2013.High"
"618","cluster coefficient","Hummingbirds",0.0882352941176471,"12.2013.High"
"619","nestedness","Hummingbirds",24.2944147544805,"12.2013.High"
"620","weighted nestedness","Hummingbirds",0.185116844261919,"12.2013.High"
"621","weighted NODF","Hummingbirds",19.6782178217822,"12.2013.High"
"622","interaction strength asymmetry","Hummingbirds",0,"12.2013.High"
"623","specialisation asymmetry","Hummingbirds",0.00202575855404989,"12.2013.High"
"624","linkage density","Hummingbirds",3.4375,"12.2013.High"
"625","weighted connectance","Hummingbirds",0.118534482758621,"12.2013.High"
"626","Fisher alpha","Hummingbirds",53687082416.0014,"12.2013.High"
"627","Shannon diversity","Hummingbirds",3.46573590279973,"12.2013.High"
"628","interaction evenness","Hummingbirds",0.651684412313253,"12.2013.High"
"629","Alatalo interaction evenness","Hummingbirds",1,"12.2013.High"
"630","H2","Hummingbirds",0,"12.2013.High"
"631","number.of.species.HL","Hummingbirds",12,"12.2013.High"
"632","mean.number.of.shared.partners.HL","Hummingbirds",0.393939393939394,"12.2013.High"
"633","cluster.coefficient.HL","Hummingbirds",0.25,"12.2013.High"
"634","weighted.cluster.coefficient.HL","Hummingbirds",0.1171875,"12.2013.High"
"635","niche.overlap.HL","Hummingbirds",0.106322129049402,"12.2013.High"
"636","togetherness.HL","Hummingbirds",0.0610651974288338,"12.2013.High"
"637","C.score.HL","Hummingbirds",0.77637987012987,"12.2013.High"
"638","V.ratio.HL","Hummingbirds",2.02666666666667,"12.2013.High"
"639","discrepancy.HL","Hummingbirds",18,"12.2013.High"
"640","extinction.slope.HL","Hummingbirds",1.98632928018351,"12.2013.High"
"641","robustness.HL","Hummingbirds",0.661610540587428,"12.2013.High"
"642","functional.complementarity.HL","Hummingbirds",21.8124490099531,"12.2013.High"
"643","partner.diversity.HL","Hummingbirds",1.25451293671371,"12.2013.High"
"644","generality.HL","Hummingbirds",4.25,"12.2013.High"
"645","Raw.Camera","Hummingbirds",65,"12.2013.High"
"646","Raw.Transect","Hummingbirds",24,"12.2013.High"
"647","connectance","Plants",0.156862745098039,"12.2013.High"
"648","web asymmetry","Plants",-0.172413793103448,"12.2013.High"
"649","links per species","Plants",1.10344827586207,"12.2013.High"
"650","number of compartments","Plants",3,"12.2013.High"
"651","compartment diversity","Plants",1.64344782911754,"12.2013.High"
"652","cluster coefficient","Plants",0.0882352941176471,"12.2013.High"
"653","nestedness","Plants",24.2049827581485,"12.2013.High"
"654","weighted nestedness","Plants",0.204030315498077,"12.2013.High"
"655","weighted NODF","Plants",19.6782178217822,"12.2013.High"
"656","interaction strength asymmetry","Plants",0,"12.2013.High"
"657","specialisation asymmetry","Plants",0.00202575855404989,"12.2013.High"
"658","linkage density","Plants",3.4375,"12.2013.High"
"659","weighted connectance","Plants",0.118534482758621,"12.2013.High"
"660","Fisher alpha","Plants",53687082416.0014,"12.2013.High"
"661","Shannon diversity","Plants",3.46573590279973,"12.2013.High"
"662","interaction evenness","Plants",0.651684412313253,"12.2013.High"
"663","Alatalo interaction evenness","Plants",1,"12.2013.High"
"664","H2","Plants",0,"12.2013.High"
"665","number.of.species.HL","Plants",17,"12.2013.High"
"666","mean.number.of.shared.partners.HL","Plants",0.382352941176471,"12.2013.High"
"667","cluster.coefficient.HL","Plants",0.21875,"12.2013.High"
"668","weighted.cluster.coefficient.HL","Plants",0.195652173913043,"12.2013.High"
"669","niche.overlap.HL","Plants",0.16734943977591,"12.2013.High"
"670","togetherness.HL","Plants",0.0861928104575163,"12.2013.High"
"671","C.score.HL","Plants",0.725490196078431,"12.2013.High"
"672","V.ratio.HL","Plants",0.990196078431373,"12.2013.High"
"673","discrepancy.HL","Plants",15,"12.2013.High"
"674","extinction.slope.HL","Plants",1.61653002644343,"12.2013.High"
"675","robustness.HL","Plants",0.618458300207748,"12.2013.High"
"676","functional.complementarity.HL","Plants",21.7939680954531,"12.2013.High"
"677","partner.diversity.HL","Plants",0.785523392822868,"12.2013.High"
"678","generality.HL","Plants",2.625,"12.2013.High"
"679","Raw.Camera","Plants",65,"12.2013.High"
"680","Raw.Transect","Plants",24,"12.2013.High"
"681","connectance","Hummingbirds",0.333333333333333,"12.2013.Low"
"682","web asymmetry","Hummingbirds",-0.2,"12.2013.Low"
"683","links per species","Hummingbirds",1.2,"12.2013.Low"
"684","number of compartments","Hummingbirds",1,"12.2013.Low"
"685","compartment diversity","Hummingbirds",NA,"12.2013.Low"
"686","cluster coefficient","Hummingbirds",0.333333333333333,"12.2013.Low"
"687","nestedness","Hummingbirds",31.8245876840929,"12.2013.Low"
"688","weighted nestedness","Hummingbirds",0.248615871341946,"12.2013.Low"
"689","weighted NODF","Hummingbirds",36.9281045751634,"12.2013.Low"
"690","interaction strength asymmetry","Hummingbirds",0,"12.2013.Low"
"691","specialisation asymmetry","Hummingbirds",0.406811229423855,"12.2013.Low"
"692","linkage density","Hummingbirds",2.94444444444444,"12.2013.Low"
"693","weighted connectance","Hummingbirds",0.196296296296296,"12.2013.Low"
"694","Fisher alpha","Hummingbirds",6710886142.33334,"12.2013.Low"
"695","Shannon diversity","Hummingbirds",2.89037175789616,"12.2013.Low"
"696","interaction evenness","Hummingbirds",0.724588447623813,"12.2013.Low"
"697","Alatalo interaction evenness","Hummingbirds",1,"12.2013.Low"
"698","H2","Hummingbirds",0,"12.2013.Low"
"699","number.of.species.HL","Hummingbirds",6,"12.2013.Low"
"700","mean.number.of.shared.partners.HL","Hummingbirds",0.933333333333333,"12.2013.Low"
"701","cluster.coefficient.HL","Hummingbirds",0.37037037037037,"12.2013.Low"
"702","weighted.cluster.coefficient.HL","Hummingbirds",0.0909090909090909,"12.2013.Low"
"703","niche.overlap.HL","Hummingbirds",0.303333333333333,"12.2013.Low"
"704","togetherness.HL","Hummingbirds",0.196666666666667,"12.2013.Low"
"705","C.score.HL","Hummingbirds",0.474537037037037,"12.2013.Low"
"706","V.ratio.HL","Hummingbirds",0.580645161290323,"12.2013.Low"
"707","discrepancy.HL","Hummingbirds",10,"12.2013.Low"
"708","extinction.slope.HL","Hummingbirds",3.0760394655915,"12.2013.Low"
"709","robustness.HL","Hummingbirds",0.749901353506501,"12.2013.Low"
"710","functional.complementarity.HL","Hummingbirds",10.5774098365481,"12.2013.Low"
"711","partner.diversity.HL","Hummingbirds",1.16543697149845,"12.2013.Low"
"712","generality.HL","Hummingbirds",3.33333333333333,"12.2013.Low"
"713","Raw.Camera","Hummingbirds",42,"12.2013.Low"
"714","Raw.Transect","Hummingbirds",19,"12.2013.Low"
"715","connectance","Plants",0.333333333333333,"12.2013.Low"
"716","web asymmetry","Plants",-0.2,"12.2013.Low"
"717","links per species","Plants",1.2,"12.2013.Low"
"718","number of compartments","Plants",1,"12.2013.Low"
"719","compartment diversity","Plants",NA,"12.2013.Low"
"720","cluster coefficient","Plants",0.333333333333333,"12.2013.Low"
"721","nestedness","Plants",30.8247183785183,"12.2013.Low"
"722","weighted nestedness","Plants",0.239262156743264,"12.2013.Low"
"723","weighted NODF","Plants",36.9281045751634,"12.2013.Low"
"724","interaction strength asymmetry","Plants",0,"12.2013.Low"
"725","specialisation asymmetry","Plants",0.406811229423855,"12.2013.Low"
"726","linkage density","Plants",2.94444444444444,"12.2013.Low"
"727","weighted connectance","Plants",0.196296296296296,"12.2013.Low"
"728","Fisher alpha","Plants",6710886142.33334,"12.2013.Low"
"729","Shannon diversity","Plants",2.89037175789616,"12.2013.Low"
"730","interaction evenness","Plants",0.724588447623813,"12.2013.Low"
"731","Alatalo interaction evenness","Plants",1,"12.2013.Low"
"732","H2","Plants",0,"12.2013.Low"
"733","number.of.species.HL","Plants",9,"12.2013.Low"
"734","mean.number.of.shared.partners.HL","Plants",0.583333333333333,"12.2013.Low"
"735","cluster.coefficient.HL","Plants",0.425925925925926,"12.2013.Low"
"736","weighted.cluster.coefficient.HL","Plants",0.2,"12.2013.Low"
"737","niche.overlap.HL","Plants",0.260846560846561,"12.2013.Low"
"738","togetherness.HL","Plants",0.160493827160494,"12.2013.Low"
"739","C.score.HL","Plants",0.58641975308642,"12.2013.Low"
"740","V.ratio.HL","Plants",0.882352941176471,"12.2013.Low"
"741","discrepancy.HL","Plants",8,"12.2013.Low"
"742","extinction.slope.HL","Plants",1.99059456713108,"12.2013.Low"
"743","robustness.HL","Plants",0.661326944187442,"12.2013.Low"
"744","functional.complementarity.HL","Plants",11.3129469338535,"12.2013.Low"
"745","partner.diversity.HL","Plants",0.828302216596,"12.2013.Low"
"746","generality.HL","Plants",2.55555555555556,"12.2013.Low"
"747","Raw.Camera","Plants",42,"12.2013.Low"
"748","Raw.Transect","Plants",19,"12.2013.Low"
"749","connectance","Hummingbirds",0.26530612244898,"12.2014.High"
"750","web asymmetry","Hummingbirds",0,"12.2014.High"
"751","links per species","Hummingbirds",0.928571428571429,"12.2014.High"
"752","number of compartments","Hummingbirds",1,"12.2014.High"
"753","compartment diversity","Hummingbirds",NA,"12.2014.High"
"754","cluster coefficient","Hummingbirds",0.142857142857143,"12.2014.High"
"755","nestedness","Hummingbirds",20.079372757511,"12.2014.High"
"756","weighted nestedness","Hummingbirds",0.591432776734508,"12.2014.High"
"757","weighted NODF","Hummingbirds",41.2698412698413,"12.2014.High"
"758","interaction strength asymmetry","Hummingbirds",0,"12.2014.High"
"759","specialisation asymmetry","Hummingbirds",0.0427045444000252,"12.2014.High"
"760","linkage density","Hummingbirds",2.92307692307692,"12.2014.High"
"761","weighted connectance","Hummingbirds",0.208791208791209,"12.2014.High"
"762","Fisher alpha","Hummingbirds",3355443137.26923,"12.2014.High"
"763","Shannon diversity","Hummingbirds",2.56494935746154,"12.2014.High"
"764","interaction evenness","Hummingbirds",0.659061611530921,"12.2014.High"
"765","Alatalo interaction evenness","Hummingbirds",1,"12.2014.High"
"766","H2","Hummingbirds",0,"12.2014.High"
"767","number.of.species.HL","Hummingbirds",7,"12.2014.High"
"768","mean.number.of.shared.partners.HL","Hummingbirds",0.571428571428571,"12.2014.High"
"769","cluster.coefficient.HL","Hummingbirds",0.428571428571429,"12.2014.High"
"770","weighted.cluster.coefficient.HL","Hummingbirds",0,"12.2014.High"
"771","niche.overlap.HL","Hummingbirds",0.305555555555556,"12.2014.High"
"772","togetherness.HL","Hummingbirds",0.19047619047619,"12.2014.High"
"773","C.score.HL","Hummingbirds",0.476190476190476,"12.2014.High"
"774","V.ratio.HL","Hummingbirds",1.92592592592593,"12.2014.High"
"775","discrepancy.HL","Hummingbirds",5,"12.2014.High"
"776","extinction.slope.HL","Hummingbirds",1.4583644284199,"12.2014.High"
"777","robustness.HL","Hummingbirds",0.593233739124283,"12.2014.High"
"778","functional.complementarity.HL","Hummingbirds",8.53891721078707,"12.2014.High"
"779","partner.diversity.HL","Hummingbirds",0.872540494474987,"12.2014.High"
"780","generality.HL","Hummingbirds",3,"12.2014.High"
"781","Raw.Camera","Hummingbirds",19,"12.2014.High"
"782","Raw.Transect","Hummingbirds",8,"12.2014.High"
"783","connectance","Plants",0.26530612244898,"12.2014.High"
"784","web asymmetry","Plants",0,"12.2014.High"
"785","links per species","Plants",0.928571428571429,"12.2014.High"
"786","number of compartments","Plants",1,"12.2014.High"
"787","compartment diversity","Plants",NA,"12.2014.High"
"788","cluster coefficient","Plants",0.142857142857143,"12.2014.High"
"789","nestedness","Plants",20.079372757511,"12.2014.High"
"790","weighted nestedness","Plants",0.605222828419053,"12.2014.High"
"791","weighted NODF","Plants",41.2698412698413,"12.2014.High"
"792","interaction strength asymmetry","Plants",0,"12.2014.High"
"793","specialisation asymmetry","Plants",0.0427045444000252,"12.2014.High"
"794","linkage density","Plants",2.92307692307692,"12.2014.High"
"795","weighted connectance","Plants",0.208791208791209,"12.2014.High"
"796","Fisher alpha","Plants",3355443137.26923,"12.2014.High"
"797","Shannon diversity","Plants",2.56494935746154,"12.2014.High"
"798","interaction evenness","Plants",0.659061611530921,"12.2014.High"
"799","Alatalo interaction evenness","Plants",1,"12.2014.High"
"800","H2","Plants",0,"12.2014.High"
"801","number.of.species.HL","Plants",7,"12.2014.High"
"802","mean.number.of.shared.partners.HL","Plants",0.619047619047619,"12.2014.High"
"803","cluster.coefficient.HL","Plants",0.406593406593407,"12.2014.High"
"804","weighted.cluster.coefficient.HL","Plants",0,"12.2014.High"
"805","niche.overlap.HL","Plants",0.336734693877551,"12.2014.High"
"806","togetherness.HL","Plants",0.219047619047619,"12.2014.High"
"807","C.score.HL","Plants",0.430952380952381,"12.2014.High"
"808","V.ratio.HL","Plants",1.73076923076923,"12.2014.High"
"809","discrepancy.HL","Plants",4,"12.2014.High"
"810","extinction.slope.HL","Plants",0.999633469942707,"12.2014.High"
"811","robustness.HL","Plants",0.623036090505363,"12.2014.High"
"812","functional.complementarity.HL","Plants",7.86858202409521,"12.2014.High"
"813","partner.diversity.HL","Plants",0.83229063726233,"12.2014.High"
"814","generality.HL","Plants",2.84615384615385,"12.2014.High"
"815","Raw.Camera","Plants",19,"12.2014.High"
"816","Raw.Transect","Plants",8,"12.2014.High"
"817","connectance","Hummingbirds",0.215909090909091,"2.2014.High"
"818","web asymmetry","Hummingbirds",-0.157894736842105,"2.2014.High"
"819","links per species","Hummingbirds",1,"2.2014.High"
"820","number of compartments","Hummingbirds",1,"2.2014.High"
"821","compartment diversity","Hummingbirds",NA,"2.2014.High"
"822","cluster coefficient","Hummingbirds",0.227272727272727,"2.2014.High"
"823","nestedness","Hummingbirds",33.4294026327122,"2.2014.High"
"824","weighted nestedness","Hummingbirds",0.115721037512173,"2.2014.High"
"825","weighted NODF","Hummingbirds",20.8835341365462,"2.2014.High"
"826","interaction strength asymmetry","Hummingbirds",0,"2.2014.High"
"827","specialisation asymmetry","Hummingbirds",0.224768947292448,"2.2014.High"
"828","linkage density","Hummingbirds",2.52631578947368,"2.2014.High"
"829","weighted connectance","Hummingbirds",0.132963988919668,"2.2014.High"
"830","Fisher alpha","Hummingbirds",1677721597.65789,"2.2014.High"
"831","Shannon diversity","Hummingbirds",2.94443897916644,"2.2014.High"
"832","interaction evenness","Hummingbirds",0.657631780045029,"2.2014.High"
"833","Alatalo interaction evenness","Hummingbirds",1,"2.2014.High"
"834","H2","Hummingbirds",0,"2.2014.High"
"835","number.of.species.HL","Hummingbirds",8,"2.2014.High"
"836","mean.number.of.shared.partners.HL","Hummingbirds",0.428571428571429,"2.2014.High"
"837","cluster.coefficient.HL","Hummingbirds",0.253588516746411,"2.2014.High"
"838","weighted.cluster.coefficient.HL","Hummingbirds",0,"2.2014.High"
"839","niche.overlap.HL","Hummingbirds",0.172278911564626,"2.2014.High"
"840","togetherness.HL","Hummingbirds",0.120535714285714,"2.2014.High"
"841","C.score.HL","Hummingbirds",0.700396825396825,"2.2014.High"
"842","V.ratio.HL","Hummingbirds",0.577981651376147,"2.2014.High"
"843","discrepancy.HL","Hummingbirds",12,"2.2014.High"
"844","extinction.slope.HL","Hummingbirds",2.39869220508239,"2.2014.High"
"845","robustness.HL","Hummingbirds",0.701538360717499,"2.2014.High"
"846","functional.complementarity.HL","Hummingbirds",13.7142868553187,"2.2014.High"
"847","partner.diversity.HL","Hummingbirds",0.958172461301702,"2.2014.High"
"848","generality.HL","Hummingbirds",2.78947368421053,"2.2014.High"
